Incidente_Tipo;Incidente_ID;FECHA;Incidente_Hora;Incidente_Título;Incidente_Desc;Incidente_Severidad_Real;Incidente_Severidad_Potencial;Incidente_Relación_Laboral;Incidente_Registrabilidad_Desc;Investigación_Obligatoria;Activo_Empresa_Contratista;Vehiculo_Desc;Incidente_UT;Activo_Ubicación_Técnica;Incidente_Lugar;Activo_Descripción;Activo_Patente;Activo_Modelo;Activo_Marca;Activo_ID;Activo_Area;DESC_CLASE_DE_DAÑO_VEHICULAR;INCIDENTE_CONSECUENCIA_POTENCIAL;INCIDENTE_PRECURSOR;Incidente_ReglaOro;SEGMENTO;UBIC_TECNICA_NIVEL1;UBIC_TECNICA_NIVEL2;UBIC_TECNICA_NIVEL3;Función;Gerencia;SECTOR;SUBSECTOR;Incidente_ZZLATITUD_GMS_GRAD;Incidente_ZZLATITUD_GMS_MIN;Incidente_ZZLATITUD_GMS_SEG;Incidente_ZZLONGITUD_GMS_GRAD;Incidente_ZZLONGITUD_GMS_MIN;Incidente_ZZLONGITUD_GMS_SEG;Persona_Responsable;Persona_Rol
VEHICULAR;52017;20/07/2020;03:00:00;2020.07.20-CM-OPD-VRET-Choque de puerta trasera, auto PFA;Vehiculo estacionado en la puerta de mi casa, cuando lo vi la puerta trasera lado acompañante estaba chocada;6;6;No Laboral;3: Excepción;;;;ARGENTINA;;Calle centrica de San Fernando (puerta de mi domicilio);;;;;;;;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;VENTAS RETAIL;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;147671;14/03/2022;15:10:00;2022-03-14- OP DIST. CVM EX- FALLA MECANICA- ANJOR;La unidad, luego de cargar Etanol en Promaiz (Alejandro Roca), circulando por RN8 escucha fuerte ruido sobre la rueda izquierda de la tracción, deteniéndose en YPF sobre RN8 y RP4 (proximo a La Carlota). Se presenta el servicio técnico oficial de VOLVO, realizan reparación parcial dejándolo apto para circular, con la indicación de que se dirija a la concesionaria VOLVO en AuRN9 - Villa María donde están realizando la reparación definitiva.;6;6;X;3: Excepción;;ANJOR S.A.;FALLA MECANICA;ARGENTINA;;RN8 intersección con RP4, YPF La Carlota.;CAMION CISTERNA; ; ; ; ;;Mecánico;OTROS;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;117206;16/09/2021;16:15:00;2021-09-16- OP. Dist. CVM EX-Falla Mecanica- TJB;Siendo las 13:15 hs avisa el chofer Cordero que en viaje cargado para el cliente sur combustible realiza una detención de la unidad en la banquina de la Ruta 9 ( altura Loma Verde km 57 ) mano a capital por perdida de aire en el tanque, por lo que se envía mecánicos al lugar . El camión queda en un lugar seguro.   // LUY186  // AE-096-PQ //Conductor : CORDERO CLAUDIO;6;6;X;3: Excepción;;;;ARGENTINA;;Ruta 9 km 57, Loma Verde.;;;;;;;;OTROS;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;146641;06/03/2022;12:30:00;2022-03-06- OP DIST- CVM EXFalla Mecanica- TJB;Siendo las 09:30 hs llama el chofer dando aviso que encontrándose en el cliente Quilmes descarga la cisterna 4 NG2 y da una diferencia de 200litros ,lo cual verifica en la cisterna 3 que se encontraba vacía y esta se encontraba con producto de NG2 ,lo cual la había entregado en el cliente licafra verificando el vacío , por lo que se detecta el faltante de producto en la cisterna siguiente . quedando un remanente en la cisterna 3 lo cual el cliente Quilmes no quiso recibir , la unidad queda en base Guillon para su reparación- Falla Mecanica: NJH076 // NLP028 //Conductor : Maidana Oscar;6;5-8;X;3: Excepción;;TRANSPORTES JOSE BERALDI S.A.;falla mecanica;ARGENTINA;;cliente Quilmes;CAMION CISTERNA;NJH076; ; ; ;;Mecánico;OTROS;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;107179;26/07/2021;12:23:00;2021-07-26- OP Dist. CVM EX- Colision frontal por alcance,sentido opuesto-ANJOR;"Conductor tercero se duerme invadiendo carril opuesto, conductor Aranda Jorge advierte esta situación comienza a disminuir la velocidad y a dirigirse hacia la banquina con el objetivo de evitar la colisión frontal. vehículo tercero termina impactando en segundo eje del semi. 
No hubo derrame, ni lesiones graves y el camión pudo continuar con el viaje que tenía programado.Incidente vehicular, tercero invade carril opuesto";6;6;X;3: Excepción;;;;ARGENTINA;;RN3 1572, 16.96 KM al noroeste de Uzcudum, Provincia de Chubut.;;;;;;;;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;100670;20/06/2021;21:04:00;2021-06-20- OP-DIST- CVM-NR- Colision lateral trasera izquierda-TRANSOL;El equipo TSL JNB014//KBL911 se encuentra cargado rumbo la planta YPF San Justo.  reporta 17:51 congestión en autopista Ezeiza-Cañuelas y marcha a paso de hombre. A la altura de calle Derqui (Ezeiza) siendo las 18:04pm, un vehículo menor lo sobrepasa por banquina derecha e intenta ocupar el espacio de seguridad delante del equipo. Al intentar incorporarse al carril, el vehículo menor engancha el paragolpes trasero izquierdo con el sistema de control de neumáticos del eje delantero del tractor, lado derecho.DVA Madina Nuñez Santiago;6;5-8;X;2: No Registrable;;;;ARGENTINA;;Au. Ezeiza-Cañuelas. sentido oeste-este. Altura calle Derqui (Ezeiza).;;;;;;;;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;116612;12/09/2021;19:00:00;2021-09-12 OP. DIST. CVM EX- FALLA  MECANICA. LAC;Chófer siente ruido (no normal) en una de las ruedas del 3er eje del tractor, temperatura en una de las masas elevada.;6;6;X;3: Excepción;;;;ARGENTINA;;"Au. Rosario - Córdoba, altura ingreso a San Marcos Sud, Córdoba( Coordenadas: -32.59753, -62.47055) , *primer detención donde siente el ruido y llama a asistencia.Consecionario Scania Villa Maria, Villa Maria, Cordoba (Coordenadas: -32.37836, -63.21546) *Segunda parada para revisión";;;;;;;;;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;116612;12/09/2021;19:00:00;2021-09-12 OP. DIST. CVM EX- FALLA  MECANICA. LAC;Chófer siente ruido (no normal) en una de las ruedas del 3er eje del tractor, temperatura en una de las masas elevada.;6;6;X;3: Excepción;;;;ARGENTINA;;"Au. Rosario - Córdoba, altura ingreso a San Marcos Sud, Córdoba( Coordenadas: -32.59753, -62.47055) , *primer detención donde siente el ruido y llama a asistencia.Consecionario Scania Villa Maria, Villa Maria, Cordoba (Coordenadas: -32.37836, -63.21546) *Segunda parada para revisión";;;;;;;;;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;106063;19/07/2021;12:00:00;2021-07-19-OP-Distr- CVM EX- Falla mecanica- LAC;"T01 NDX678 / GUB732 - Se detiene por rotura de rueda lado izquierdo del semiremolque (eje del medio), aparentemente rulemanes rotos.DEMORA EN VIAJE

NO INCIDENTE, NO HERIDOS, NO DERRAME, NO CONTAMINACIÓN";6;6;X;3: Excepción;;;;ARGENTINA;;Ataliva Roca, La Pampa (entre Santa Rosa y Padre Buodo), Ruta Nacional 35, coordenadas: -37.152389, -64.286389;;;;;;;;DAÑO A INSTALACIONES NO OPERATIVAS;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;143392;18/02/2022;13:20:00;2022.2.18- OP. DIST. cvm ex-Falla Mecanica. TJB;Siendo las 10:20 hs llama el chofer dando aviso que se encuentra detenido  en panamericana km 67,7  mano a capital por desperfectos mecánicos del eje neumático del tanque,  se dio aviso al personal de taller el cual se dirige a auxiliarlo y una vez solucionado el inconveniente pueda seguir viaje : NLP001 // NMP875 //Conductor : BAIGORRI GUSTAVO;6;6;X;3: Excepción;;TRANSPORTES JOSE BERALDI S.A.;FALLA MECANICA;ARGENTINA;;Panamericana km 67.7;CAMION CISTERNA;NLP001; ; ; ;;Mecánico;ROTURA DE EQUIPO;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;169524;13/07/2022;10:40:00;2022.07.13.OP DISTR. CVM EX- PRESENCIA DE HUMO EN NEUMATICO.TBH;"Equipo Int. 187 pat. OKF776-OKF830, conducido por López Juan Carlos, al detenerse en P.Control de acceso a mina Cerro Vanguardia, chofer nota salida de humo de la rueda trasera izquierda del semi. Chofer actúa sobre el elemento con extintor. No hubo fuego,  lesiones ni derrame. 
Equipo de auxilio mecánico de base Caleta Olivia se dirige al sitio para asistir a la unidad.
Avería en Ruta - MINA Co. VANGUARDIA - ACCESO";6;6;X;3: Excepción;;TRANS BAHIA  S A;El conductor observa humo saliendo de neumático trasero;ARGENTINA;;Camino de acceso a Mina Cerro Vanguardia - Pcia. Santa Cruz;CAMION CISTERNA;OKF776; ; ; ;;Mecánico;INCENDIO; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;152484;08/04/2022;01:40:00;2022.04.07-OP.DIST. CVM EX FALLA MEC- MRT;"Conductor avisa que dirigiendose por RN 11 a la altura de Marcelino Escalada, observa que se baja el vigia, se detiene y ve que la cubierta de la motriz lado izquierdo interna presenta un corte en el flanco derecho. Va auxilio al lugar.
Falla mecanica: AE 853LZ// AE 786 KW  Chofer: Lemos Sebastian";6;6;X;3: Excepción;;M.R.T. TRANSPORTES S A;FALLA MECANICA;ARGENTINA;;Ruta Nacional 11 a la altura de Marcelino Escalada;CAMION CISTERNA;AE853LZ; ; ; ;;Mecánico;OTROS;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;122440;13/10/2021;20:00:00;2021-10-13. Op. Dist. CVM EX- FALLA MECANICA- LAC;LIMITACION DE POTENCIA POR FALLA DE UNIDAD DE MANDO DE UREA AVERIA DE EQUIPO EN VIAJE;6;6;X;3: Excepción;; ;;ARGENTINA; ;PARADA PERMITIDA QUILINO - CORDOBA;.;;;; ;;;;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;101672;25/06/2021;15:30:00;2021-06-25-OC-FL-CVM- MAYOR-Vuelco de Camion- MRT;"Chofer regresa vacio de resistencia y a la altura de RN 11 km 780 aprox pierde el control de la unidad y se dirige a la mano contraria donde vuelca la misma en la zanja o cumeta.CVM// AE583MB//PMW671 //Conductor : TEMPORETI LEANDRO GABRIEL

Sin heridos ni derrame";3;2;X;1: Registrable;Sí;;;ARGENTINA;;RN 11 km 780;;;;;;;;VUELCO DE VEHÍCULO; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;S8412;30/08/2017;;DVA 39 - Roce equipo posicionándose para descargar, con 3PV que cargaba combustible.;EC TJB ingresando 06:30 a ES Pacheco ubicando la unidad para descargar, en su radio de giro choca un vehículo particular que se encontraba estacionado en el surtidor cargando combustible.;5;5;X;2: No Registrable;;;;;;;;;;;;;;;;;Downstream;Tabasco;NO APLICA;NOAPLICA;OTROS;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;;;;;;;;;
VEHICULAR;107174;26/07/2021;13:30:00;2021-07-26- Op.Dist. Colision frontal de tercero- ANJOR;El día 26/07/2021 siendo las 10:30 hs aproximadamente, transitando por la circunvalación de la ciudad de Neuquen el interno ANJ038, intenta sobrepasarlo una camioneta sobre doble línea amarilla, al realizar una mala maniobra el conductor de esta última muerde la banquina haciendo un trompo sobre la ruta e impactando en la parte delantera izquierdo del camión de Anjor. Solo fueron daños materiales en ambos vehículos, no hubo lesionados, ni tampoco derrame de producto y el mismo se encuentra en condiciones de seguir con el viaje programado INCIDENTE VEHICULAR - COLISIÓN DE TERCERO;58;5-6;X;2: No Registrable;;;;ARGENTINA;;Circunvalación, localidad de Neuquén;;;;;;;;COLISIÓN DE VEHÍCULO;Otros.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;121087;01/10/2021;17:09:00;2021-10-01- OP. DIST-CVM EXFalla Mecanica-TJB;Se comunica el chofer informando que mientras se encontraba cargado el equipo en PCC, no puede encender el tractor por falla mecanica. El conductor informar a base del transponte el desperfecto, se da aviso al jefe de taller quien gestiona el envio de una grua para remover el equipo del sector de islas de carga y mas tarde enviar personal del taller para realizar la reparacion del equipo. La unidad se encuentra cargada con cinco cisterna.;6;6;X;3: Excepción;;;;ARGENTINA;;Planta Comercial Campana;;;;;;;;;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;146223;04/03/2022;17:00:00;2022.03.04-OP DIST- CVM 8- CHOQUE DE TERCERO EN FRENTE IZQUIERDO- TRANEF;El EC interno 320 tractor AA759CR y semirremolque NDG888, se encontraba estacionado en playa de estacionamiento de posta San Luis, y un camion chasis realiza marcha atras y choca su parte posterior contra el frente izquierdo de la cabina del EC;58;5-7;X;2: No Registrable;;TRANEF S R L;Colisión a unidad detenida en maniobras de retroceso de vehículo pesado en;ARGENTINA;;Playa de estacionamiento posta San Luis SS Belza Ruta 7, San Luis;CAMION CISTERNA;AA759CR; ; ; ;;Colisión;COLISIÓN DE VEHÍCULO;Distanc. de seguridad inadecuado.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;172056;27/07/2022;20:30:00;2022-07-27- OP DIST. CVM EX- FALLA MECANICA. ANJOR;La unidad ANJ100 (AD038TB- AD047QX) presenta problemas con manguera de líquido hidráulico. Se activa servicio técnico de VOLVO.;6;6;X;3: Excepción;;ANJOR S.A.;FALLA MECANICA;ARGENTINA;;RN 237 -  KM 1500;CAMION CISTERNA;AD038TB; ; ; ;;Mecánico;; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;135183;22/12/2021;13:40:00;2021-12-22-OP.DIST-CVM EX- FALLA MECANICA- TRANSOL;El equipo TSL AC949Q//ISW883 en viaje cargado a Planta YPF San Lorenzo se bloquea en ruta. El circuito de aire no recupera presurización para desbloquear y es conducido a la banquina por el chofer para solicitar auxilio.;6;5-7;X;3: Excepción;;;;ARGENTINA;;Av. circunvalación 25 de Mayo Rosario altura Calle Palestina. Sentido norte.;;;;;;;;;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FACTURACIÓN /CONTRATOS Y MAESTRO DE CLIENTES; ;0;0;0;0;0;0;;
VEHICULAR;152662;09/04/2022;21:30:00;2022.04.09-OP. DIST. CVM EX- FALLA MECANICA. ANJOR;La unidad ANJ061 (AE544LN-AE641KS) sufrió una perdida de agua por manguera.;6;6;X;3: Excepción;;ANJOR S.A.;FALLA MECANICA;ARGENTINA;;RN 237 COLLON CURA;CAMION CISTERNA;AE544LN; ; ; ;;Mecánico;OTROS;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL; ;; ;0;0;0;0;0;0;;
VEHICULAR;143075;16/02/2022;12:30:00;2022.02.16-DO-CM-B2B-Choque contra vehículo de tercero-PAE;Al hacer marcha atrás para salir del estacionamiento impacté contra un auto que estaba esperando para ingresar al mismo.;58;5-8;X;2: No Registrable;; ;;ARGENTINA;;Estacionamiento de vehículos en MT de Alvear 1470;PFA;AD999HG; ; ; ;;Rotura;; ; ;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;VENTAS B2B;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;170926;23/07/2022;19:45:00;2022-07-23- op.dist- CVM EX- Fisura de parabrisa por proyectil- MRT;EC MRT se dirigia hacia el cliente la Playosa por PR 65 a la altura de la localidad de San Genaro y  observa que en la banquina del lado izquierdo habia un grupo de chicos y le tiran un piedraso al parabrisa en la parte del vertice inferior izquierdo de la EC MRT. No hubo heridos ni derrames.Unidad: OZK 891// PEY 640   Chofr: GARBIZU MARTIN;6;6;X;3: Excepción;;M.R.T. TRANSPORTES S A;FISURA DE PARABRISAS POR PROYECTIL (PIEDRA)LANZADO;ARGENTINA;;Ruta Povincial 65 a la altura de la localidad de San Genaro santa Fe.;CAMION CISTERNA;OZK 891; ; ; ;;Rotura;; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;121637;06/10/2021;22:35:00;2021.10.06. OP. DIST-CVM EX-Falla Mecanica-TJB;Siendo las 19:35 hs se comunica el chofer dado aviso que en el peaje de Ituzaingo detiene su marcha ya que encuentra una perdida de aire en el eje de suspencion del tanque ,unidad cargada para el cliente Gonzalez Catan. Se envia personal de base para reparar el equipo.;6;6;X;3: Excepción;;;;ARGENTINA;;Peaje de Ituzaingo;;;;;;;;;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;170391;19/07/2022;22:07:00;2022.07.19. OP. DIST. CVM EX-Falla Mecanica. TJB;: AA136TF // PHM483 //Conductor : Gonzalez pablocirculando por ruta 6 altura Los Cardales la unidad PHM483 sufrió la rotura de un pulmón de frenos del tanque al no poder esquivar un neumático recapado que se le rompió al camión que lo estaba sobrepasando;6;6;X;3: Excepción;;TRANSPORTES JOSE BERALDI S.A.;ROTURA DE PULMON DE AIRE;ARGENTINA;;ruta 6 altura Los cardales;CAMION CISTERNA;AA136TF; ; ; ;;Rotura;; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA; ;0;0;0;0;0;0;;
VEHICULAR;148569;22/03/2022;02:00:00;2022-03-21-OP. DIST. CVM EX CHOQUE DE TERCERO. TJB;"El dia 21-03-22 siendo alrededor de las 23: 00 hs se comunica el chofer Bernardi informando que al finalizar de cenar en el comedor de R14 km 248 (Concordia) y regresar a la unidad, lo estaba esperando un chofer de otra empresa de transporte para comunicarle que al intentar estacionar su camión le toca la trompa a la unidad, ocasionado rotura de la careta frontal. 
No hay heridos.CVM - KUW622  / JXR996  - Bernardi Jose";58;5-8;X;2: No Registrable;;TRANSPORTES JOSE BERALDI S.A.;colision frontal con rotura de autopartes;ARGENTINA;;R14 Km248;CAMION CISTERNA;KUW622; ; ; ;;Colisión frontal;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;148569;22/03/2022;02:00:00;2022-03-21-OP. DIST. CVM EX CHOQUE DE TERCERO. TJB;"El dia 21-03-22 siendo alrededor de las 23: 00 hs se comunica el chofer Bernardi informando que al finalizar de cenar en el comedor de R14 km 248 (Concordia) y regresar a la unidad, lo estaba esperando un chofer de otra empresa de transporte para comunicarle que al intentar estacionar su camión le toca la trompa a la unidad, ocasionado rotura de la careta frontal. 
No hay heridos.CVM - KUW622  / JXR996  - Bernardi Jose";58;5-8;X;2: No Registrable;;TRANSPORTES JOSE BERALDI S.A.;colision frontal con rotura de autopartes;ARGENTINA;;R14 Km248;CAMION CISTERNA;KUW622; ; ; ;;Rotura;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;88725;15/04/2021;21:45:00;2021-04-15-OC-FL-CVM- Colision menor a tercero- MRT;"La unidad NPM 887 se dirigia hacia la planta SL por RP 10 y en el cruce con RN 11 roza con el vigia lado derecho, primer eje motriz, la patente de un automovil. 
Se destaca que no hubo heridos ni derrame . La unidad continua viaje.
Se realizo el trasvase de la unidad para poder liberarla de la zona de forma segura con una hidrogrúa  y por ultimo ya en zona firme se realizó  el chequeo mecánico de la misma .
Cabe destacar que arreglo el vigía derecho únicamente y se dirige por sus propios medios a base san lorenzo.CVM NJH 074- NPM887 -Conductor: Peralta Pablo
";58;5-8;X;2: No Registrable;;;;ARGENTINA;;Cruce de RN 11 y RP 10 en la Localidad de San Lorenzo;;;;;;;;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;164699;19/06/2022;18:30:00;2022.06.19- Op.Dist. CVM EX- FALLA MECANICA- TBH;"El equipo Int. 345 pat. AC771CF-AC882AC, conducido por López Daniel, cargado completo de gas oil con destino a mina Cerro Vanguardia  queda detenido por avería en ruta, desperfecto en el motor de la unidad tractora. 
El equipo de auxilio mecánico de base Caleta Olivia se dirige al sitio para asistir la unidad.
Avería en Ruta - RN3 KM 2018,5 (entre cruce Jaramillo y Tres Cerros)";6;6;X;3: Excepción;;TRANS BAHIA  S A;FALLA MECANICA;ARGENTINA;;RN 3 - Km 2018,5 (entre cruce Jaramillo y Tres Cerros);CAMION CISTERNA;AC771CF; ; ; ;;Mecánico;OTROS;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;142123;08/02/2022;16:00:00;2022-02-08- OP DIST- CVM EX-Falla Mecánica- TJB;"El día 08-02-2022 alrrededor de las 05:50 hs circulaba la Unidad por Ruta N° 9 Altura - bajada de los Inmigrantes con sentido CABA, Cuando sufre un desperfecto mecánico. Asisten al lugar personal mecánico de TJB, y a posterior personal de SCANIA. No pudiendo dar solución a la fallla mecánica, se toma la decisión de realizar cambio de Unidad Tractora (por KWH 483) a las 13:00.(motivo por el cual se informa como incidente vehicular - 12 hs).
Asisten al lugar:
* Dos Unidades de Autopista del Sol. 
* Una Unidad de Bomberos de Escobar
* Jefe de Flota AXION
* SHE - TJB 
No hay heridos.";6;5-7;X;3: Excepción;;TRANSPORTES JOSE BERALDI S.A.;FALLA MECANICA;ARGENTINA;;Ruta N° 9 - Atura Escobar;CAMION CISTERNA;LUY-188; ; ; ;;Mecánico;ROTURA DE EQUIPO;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;168187;30/06/2022;16:41:00;2022.06.30. OP DIST. CVM EX-Falla Mecanica-TJB;Siendo las 13:41 hs informa el chofer que circulando por ruta 6 km 105 la unidad comienza a fallar aparentemente por problemas electicos en el tractor. La unidad detiene su marcha en un lugar seguro y aguarda asistencia mecánica de Scania.;6;6;X;3: Excepción;;TRANSPORTES JOSE BERALDI S.A.;FALLA ELECTRICA;ARGENTINA;;Ruta 6 km 105;CAMION CISTERNA;OSU785; ; ; ;;Mecánico;OTROS;Falta de cheq estado de camio/refu.;Seguridad vehicular;Downstream;AR;;;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;NO APLICA;0;0;0;0;0;0;;
